file_name,title_ch,author_ch,journal,year,issue,abstract_ch
3706.txt,第45讲  兼症病学(各论部分),刘桂蕊,临床荟萃; Clinical Focus,1999,21,<正>1 概 述1.1 定义 严重创伤造成的急性肺损伤后出现以肺部炎症和通透性增加而引起的，急性呼吸窘迫和难以纠正的进行性的低氧血症。其综合证不是一个独立的疾病，病因、诱因繁杂，但其发病机制、病理变化和临床过程基本相似，是复杂的兼症。1.2 概况 ARDS是目前认为较为科学的名称。该病从医学史上讲其名称很多，如:Me Nelesonn综合征、外伤后肺、输血后肺、休克肺、充血性肺不张、湿肺综合征、肺透明膜、急性肺微循环障碍性呼吸衰竭、特发性呼吸困难综合征、反射性肺不张、广泛性肺塌陷、进行性呼吸窘迫征、出血性肺综合征、进行性肺实变、肺微血管栓塞、呼吸机肺、体外循环肺、泵肺、移植肺、氧中毒肺、灌注后肺、创伤性湿肺、肺脂肪栓塞、苍白肺综合征等60多个名称。1967年Ashbaugh建议用成人呼吸窘迫综合征后被广
3707.txt,持续性植物状态20例临床分析,韦兴昌,临床神经病学杂志; JOURNAL OF CLINICAL NEUROLOGY,1998,4,持续性植物状态（ＰＶＳ）是一种特殊类型的意识障碍，其特征为意识内容活动丧失而觉醒能力尚存。近年来由于抢救危重病人的手段和技术不断改进，使较多严重脑损害患者得以生存，其基本生命机能保留，但无任何意识心理活动，表现为ＰＶＳ。我院１９８５～１９９７年间收治...
3708.txt,临床左侧单肺移植围手术期处理,李乃斌|赵风瑞|张世范|郭永庆|高炜|李福田|吴学祥|毛建林|廖祯贵|蒋建芳|黄长荣|张宏伟|胡振萍,兰州医学院学报; Journal of Lanzhou Medical College,1998,2,目的：探讨单肺移植适应症和围术期处理。方法：供肺采用4℃Euro－Collins液肺动脉充分灌注后获取。同斯切除病肺行左肺移植。供肺总缺血时间180min。结果：患者恢复顺利，术后5天下床活动，三次排斥反应均得到及时处理，心肺功能显著改善。第43天因排斥与感染的判断失误，死于心肺衰竭。结论：肺移植围术期处理对患者近远期疗效起着重要作用，本文对此作了初步探讨。
3709.txt,胎脑组织移植治疗昏迷病人术后的护理,徐智琼|周英妹|兰艳梅,南方护理学报; Nanfang Journal of Nursing,1998,2,对4例脑瘫、痴呆的患者进行了胎脑组织移植的试验治疗，在治疗过程中，通过精心的护理配合，使3例持续植物状态昏迷时间3～6个月的患者，10～12天即可经口进食，28～45天清醒，目前其中2例已能自行进食，独立行走。1例脑外伤后运动性失语症1年零3个月，术后3天在诱导下可说些简单的短语，术后第7天能正常对话。
3710.txt,日本的肾移植网络,山崎亲雄|崔军,日本医学介绍; PROGRESS IN JAPANESE MEDICINE,1998,5,日本的肾移植网络山崎亲雄日本尸体肾移植体制，从由国立佐仓医院的国际中心和１４个地方肾中心组成的体系，转由日本肾移植网络接管，已有２年。另外，有关肾移植的法律也已于９７年６月１７日出台，于９７年１０月１６日开始实行。虽然此网络内外的问题逐渐得到完善解决...
3711.txt,淹溺患者的急救体会,罗志萍,山东医药; SHANDONG MEDICAL JOURNAL,1999,14,淹溺的死因主要是体内严重缺氧，低血氧症是其基本表现。因此，抢救淹溺患者必须迅速恢复有效的氧循环，积极纠正低血氧症，并对相继出现的肺水肿、脑死亡、电解质紊乱等进行相应处理。主要措施如下。空水：是否空水，可视呼吸道有无水、异物堵塞而定。无堵塞则不必空水，...
3712.txt,61例心内直视术后心脏移植的分析,陈长志|陆佩中,上海第二医科大学学报; Acta Universitatis Medicinalis Secondae Shanghai,1998,6,分析比较61例有过心内直视术史(A 组)和90例无心内直视手术史(B 组)的心脏移植效果。结果:手术死亡率(30d 以内)A 组为0;B 组为2%;累计死亡数:A 组16人(26%)，B 组43人(48%，P<0.01)。死亡原因(A 组对 B 组)，感染:31%对26%;排异:13%对28%(P<0.05);恶性肿瘤:25%对16%;心肌梗塞和心律紊乱:6%对14%;其他:25%对16%。年龄>60岁的患者中无一死于排异。术后生存率(A 组对 B 组)1年为93%对83%;3年为81%对71%;5年为76%对58%;10年为57%对24%(P=0.009)。结论:尽管术前和术中的一般情况 A 组不如 B 组，心脏移植的近期效果和远期生存率 A 组明显优于 B 组。
3713.txt,CD_3AK细胞对人肺癌细胞株的细胞毒作用,钟竑|单根法|隆桂麟|李国庆|姜云|张辅贤,上海第二医科大学学报; ACTA UNIVERSITATIS MEDICINALIS SECONDAE SHANGHAI,1999,6,目的研究ＣＤ３ＡＫ细胞对人肺癌细胞株的细胞毒作用。方法应用抗ＣＤ３单克隆抗体及重组白细胞介素２（ｒＩＬ－２）刺激培养ＣＤ３ＡＫ细胞，体外实验研究ＣＤ３ＡＫ细胞的增殖及对人肺癌细胞株Ａ５４９、ＳＰＣ－Ａ１细胞的杀伤能力。结果刺激培养４ｄ，ＣＤ３ＡＫ细胞增殖及杀伤能力与ＬＡＫ细胞无差异；培养８ｄ，ＣＤ３ＡＫ细胞的增殖及杀伤能力明显优于ＬＡＫ细胞（Ｐ＜０．０１）；培养１６ｄＣＤ３ＡＫ细胞仍见增殖，且杀伤作用保持在５０％以上。结论ＣＤ３ＡＫ中细胞作为一种新的肿瘤过继性免疫治疗效应细胞具有潜在的临床应用价值。
3714.txt,支气管肺泡灌洗液中卡氏肺孢子虫的分离纯化,瞿介明|何礼贤|李锡莹,上海医科大学学报; JOURNAL OF SHANGHAI MEDICA(UNIVERSITY),1998,3,支气管肺泡灌洗液中卡氏肺孢子虫的分离纯化瞿介明何礼贤李锡莹（上海医科大学中山医院肺科２０００３２）卡氏肺孢子虫（ｐｎｅｕｍｏｃｙｓｔｉｓｃａｒｉｎｉ，ＰＣ）已成为器官移植、肿瘤化疗、艾滋病患者并发肺部感染最常见的病原体之一。精确研究该虫体的代谢、吞噬...
3715.txt,应用纤维支气管镜采样对肾移植患者肺部感染诊断的意义,瞿介明|何礼贤|李锡莹|胡必杰|张杏怡|王葆青|陈雪华,上海医科大学学报; JOURNAL OF SHANGHAI MEDICA(UNIVERSITY),1998,4,目的评估应用纤维支气管（ＦＯＢ）采样对肾移植患者并发肺部感染的诊断价值及其安全性。方法对１９例肾移植术后出现发热、肺部浸润拟诊为肺部感染患者行ＦＯＢ采样（包括防污染样本毛刷、支气管刷检、支气管冲洗、支气管肺泡灌洗、支气管肺活检），就采样标本行除巨细胞病毒（ＣＭＶ）外的其他各种病原体检测。结果１３例明确诊断，阳性率６８．４％。普通细菌７例共９株（绿脓杆菌４株、肺炎克雷伯杆菌、阴沟杆菌、产碱杆菌、金黄色葡萄球菌、表皮葡萄球菌各１株）；结核杆菌３例；曲菌１例；卡氏肺孢子虫２例。全部患者均能耐受经ＦＯＢ采样，无并发症产生。病死率为３６．８％，明确与未明确病原诊断的病死率分别为１５．４％和６６．７％（Ｐ＜０．０１）。结论ＦＯＢ采样对于肾移植并发肺部感染具有一定的诊断价值，安全。
3716.txt,先天性膈疝治疗的新策略和技术,王岐宏|肖现民,上海医学; SHANGHAI MEDICAL JOURNAL,1999,4,先天性膈疝（ＣＤＨ）是小儿外科常见的先天性疾病之一，病死率极高。近十年以来通过对此病的病理生理研究，尤其是体外膜肺技术（ＥＣＭＯ）的应用后，逐渐认识到引起ＣＤＨ临床改变的病理生理基础在于肺发育不良和肺动脉高压。故治疗重点转移到如何促进肺发育和降低肺动...
3717.txt,同种异体原位心脏移植术后肾功能的维护———附2例报告,胡容|景华|周建峰|仲继红|王泓,山西护理杂志; Shanxi Nursing Journal,1998,5,通过两例原位心脏移植病人的护理，认为此类病人术后肾功能的维护至关重要。护理中不仅要密切观察尿量，保持肾脏的有效灌注，保证尿量＞１ｍｌ／ｋｇ·ｈ，同时根据尿量及时调整环孢菌素Ａ的血药浓度，做好氧气供应及血管活性药物的输注管理。
3718.txt,肾移植术后急性呼吸窘迫综合征的护理,傅凤齐,实用护理杂志; JOURNAL OF PRACTICAL NURSING,1998,9,急性呼吸窘迫综合征（ＡＲＤＳ）是肾移植术后肺部感染后出现的常见危重症，预后极差。我们在１９９５年１１月至１９９６年１１月间，抢救ＡＲＤＳ８例，成功５例，死亡３例，死亡率３７．５％。现将护理体会总结如下。１临床资料我院自１９９５年１１月至１９９６年１１...
3719.txt,间质性肺疾病的诊断手段,侯显明,中国实用内科杂志; CHINESE JOURNAL OF PRACTICAL INTERNAL MEDICINE,1999,5,１间质性肺疾病：临床肺科医生面临的诊断挑战间质性肺疾病（ＩＬＤ）是以弥漫性肺泡单位慢性炎症和间质纤维化为主要病理改变的庞大疾病谱的总称。疾病众多，病因各异，呈异质性。特发性肺纤维化（ＩＰＦ）为ＩＬＤ的原型代表，肺纤维化严重，预后不良，直至目前仍缺乏满...
3720.txt,肺减容术治疗晚期肺气肿,田惠民,铁道医学; Railway Medical Journal,1999,4,肺气肿是一种严重危害人类健康的疾病，其病死率已升至死亡原因的第四位，仅次于冠心病。内科治疗仅能起到缓解症状和预防并发症的作用。长期以来，外科治疗处于实验阶段，近年来唯一可以接受的手术是对终末期患者进行肺移植，但对许多人来说是不现实的。尽管肺大癌切除术...
3721.txt,卡氏肺孢子虫肺炎并发急性呼吸衰竭的治疗,林锡芳,温州医学院学报; JOURNAL OF WENZHOU MEDICAL COLLEGE,1998,3,卡氏肺孢子虫肺炎并发急性呼吸衰竭的治疗吴式林锡芳随着免疫抑制剂治疗和器官移植的增加，卡氏肺孢子虫肺炎（ＰＣＰ）已成为一个极为严重的机会性感染。与艾滋病者比较，非艾滋病的ＰＣＰ更易于进展为急性呼吸衰竭（ＡＲＦ），表现为严重的低氧血症，病死率极高。我们...
3722.txt,支气管肺泡灌洗治疗重度急性呼吸衰竭的安全性研究,朱建军|段娥英|刘久山,现代消化病及内镜杂志,1998,1,本文探讨了支气管肺泡灌洗治疗重度急性呼吸衰竭的安全性问题。12例急性呼吸衰竭病人均系住院病人，PaO<sub>2</sub>均<5.3kPa（3.4～5.2kPa），其原发病包括:重症肺炎、大面积烧伤、呼吸道烧伤、肝移植、小肠移植、胸部多发骨折等。其中男性8例，女性4例，年龄38～66岁，平均51岁，临床均已行气管切开，人工机械通气，并经抗感染、气管内吸痰等综合治疗，未见好转。我们在经皮血氧饱和度持续监测下行支气管肺泡灌洗治疗，通过维持术中 SaO<sub>2</sub>在75%以上，成功地对12例重度急性呼吸衰竭病人进行了23次 BAL 治疗，成功率100%，且 PaO<sub>2</sub>，SaO<sub>2</sub>改善明显（P<0.05），为 BAL 治疗提供了安全可靠的血氧监护手段。我们认为:BAL 术前机械通气给氧，术中经气管套管给氧、经皮血氧饱和度动态监测，并以 SaO<sub>2</sub> 75%为安全下限，可以确保 BAL 治疗重度急性呼吸衰竭的安全。
3723.txt,肺移植术后气道并发症与支气管动脉重建,苏雷|魏秀芹|陈玉平,现代诊断与治疗; MODERN DIAGNOSIS & TREATMENT,1998,4,肺移植术后气道并发症与支气管动脉重建苏雷魏秀芹综述陈玉平审校（山东威海市立医院，威海２６４２００）ＴｈｅＰｒｅｖｅｎｔｉｏｎｏｆＡｉｒｗａｙＣｏｍｐｌｉｃａｔｉｏｎｓａｆｔｅｒＬｕｎｇＴｒａｎｓｐｌａｎｔａｔｉｏｎ：Ｒｅｖａｓｃｕｌａｒｉｚａｔｉｏｎ...
3724.txt,双侧肺移植术的麻醉处理,卿恩明|耿新社|欧阳川|高宇翔|宋瑞蓂,心肺血管病杂志; Journal of Cardiovascular and Pulmonary Diseases,1998,3,本文报告1例在体外循环下行双侧肺移植术的麻醉体会。采用γ-OH40mg/kg，哌库溴铵0.2mg/kg，芬太尼15ug/kg，并间断静注乙托咪酯、γ-OH等维持麻醉，收到了较理想的效果。麻醉前充分准备，术中全面监测、控制液体入量、血管扩张药的应用、移植肺的保护等措施是麻醉成功的关键。
3725.txt,呼吸重症监护室肺心病呼吸衰竭死亡原因分析,杨京华|高明哲|胡尚基|梁瑛,心肺血管病杂志; JOURNAL OF CARDIOVASCULAR AND PULMONARY DISEASES,1999,2,我科ＲＩＣＵ建于１９９０年１０月，至１９９８年２月共收治急、慢性呼吸衰竭３９０例，其中因慢性肺源性心脏病引起呼吸衰竭３３０例中死亡５４例，现就死亡病例分析如下。临床资料１．一般资料５４例中男３２例，女２２例，年龄３０～９０岁，其中６０岁以上４４人（８...
3726.txt,肺移植受体选择标准和适应证,张志泰|陈玉平,心肺血管病杂志; JOURNAL OF CARDIOVASCULAR AND PULMONARY DISEASES,1999,3,肺移植适用于治疗双侧肺部均有严重病变、在目前治疗过程中肺功能正在进一步减退，内、外科都无法进一步治疗的终末期肺病患者；患者的预期寿命和生活质量已经极差，不过还没有危及移植后长期存活的疾病，如肝、肾病变，急性危重肺病患者很少考虑肺移植，单侧肺部病变再严...
3727.txt,浅谈ICU临终病人的抢救价值,胡祖鹏|颜海念,中国医学伦理学; Chinese Medical Ethics,1999,1,本文通过对54例因交通事故和高处坠落事故所致危重病人的死亡病例作分析指出，应客观地对待即将或已经死亡的病人，贯彻以病人为中心的医疗活动原则。
3728.txt,也谈器官移植的有关法律、伦理问题,苗青|朱小悦,中国医学伦理学; Chinese Medical Ethics,1999,5,<正>瓦尔特·本德尔，是一位德国的木匠.每当他在海岛上让阳光把皮肤晒得黝黑的时候，他习惯于抚摸胸部垂直的伤疤，这里跳动着一颗健康的心脏，它是在十一年前植入的.1988年，在经历了三次心肌梗塞之后，他极度虚弱而且严重浮肿，各种药物对他无济于事.一位年轻的大学生最终拯救了濒临死亡的本德尔.这位大学生死于脑死亡，尽管他的尸体长眠地下，但他的心脏仍健康地在本德尔的胸中跳动.在阳光明媚的周末，它伴着本德尔漫步在家乡的山岭.
3729.txt,肺移植近期进展,曾勉|谢灿茂,新医学; NEW CHINESE MEDICINE,1998,5,肺移植已被公认是终末期肺疾患的一种治疗方法。自１９８１年Ｒｅｉｔｚ等为１例原发性肺高压患者施行心肺移植手术获得成功后，肺移植的发展进入了新的里程碑。近十年来肺移植临床应用显著增加，开始由于气道吻合、排斥早期呼吸功能不全等问题使进展较缓慢，随着肺保存质...
3730.txt,吸入一氧化氮治疗成人呼吸窘迫综合征1例,邢崇浩|郑文兰|曾勉,新医学; NEW CHINESE MEDICINE,1998,7,病例报告患者，男，４２岁。因肾移植术后２月余，尿急、尿痛２周、发热１周于１９９７年４月２日入院。入院时体检：体温３７．２℃、脉搏１１０次／分、呼吸２８次／分、血压２４／１３ｋＰａ，神清，双肺呼吸音粗，未闻干湿性音，心率１１０次／分，律整，无杂音。腹...
3731.txt,体外静脉—静脉转流下原位肝移植手术的麻醉处理,顾尔伟|吴蓉蓉|戴秀萍|张健|张野,安徽医科大学学报; ACTA UNIVERSITIS MEDICINALIS NAHUI,1999,4,目的　总结我院１９９８ 年１ 月成功地在体外静脉—静脉转流下完成１ 例原位肝移植手术的麻醉处理和监测结果。方法　采用异丙酚、芬太尼、阿屈库铵、异氟醚静吸复合麻醉；无肝期利用心肺机行体外静脉转流；术中监测血流动力学、体温、酸碱和血生化指标。结果　术中血流动力学维持平稳，仅在静脉转流后５ ｍｉｎ 内平均动脉压一过性降低；体温在无肝期末下降到３４４ ℃（ 肛温） ，术毕恢复到３５５ ℃；无肝期血钾偏低，新肝期血钾在正常水平；术中分次补碱，调整血气；血糖维持在正常或偏高水平。结论　利用心肺机行体外静脉转流原位肝移植术，血流动力学、酸碱和血生化变化轻微。
3732.txt,3例心跳呼吸骤停病人复苏成功临床分析,黄顺忠,右江民族医学院学报; JOURNAL OF YOUJIANG MEDICAL COLLEGE FOR NATIONALITIES,1999,5,对３ 例心跳呼吸骤停病人经急诊抢救结果进行分析，３ 例均在心跳呼吸停止后２ ～３ ｍｉｎ 内得到及时的现场抢救和急诊科抢救，自主心跳和自主呼吸很快恢复，Ⅰ、Ⅱ期复苏有效；继续加强Ⅱ、Ⅲ期复苏，意识恢复，脑复苏成功。认为及时正确有效的早期抢救是心肺脑复苏的关键，加强Ⅱ、Ⅲ期复苏是促进意识恢复的重要措施；此外群众性现场心肺复苏抢救技术的普及培训对提高心肺脑复苏抢救成功率具有重要意义
3733.txt,心跳呼吸骤停56例复苏失败原因分析,陆启峰,右江民族医学院学报; JOURNAL OF YOUJIANG MEDICAL COLLEGE FOR NATIONALITIES,1999,1,对急诊抢救失败的５６例心跳呼吸骤停患者进行回顾性分析，结果表明，失败的原因与病（伤）后现场施救不规范、就诊不及时、复苏措施不完善有直接关系。认为加强院前急救、改善急救措施是减少心肺脑复苏失败的关键。
3734.txt,弥漫性肺气肿的外科减容术,刘德森,医学文选; Anthology of Medicine,1999,6,弥漫性阻塞性肺疾病(COPD)为致残和死亡的重要原因。其真实的死亡率可能超过肺癌，该病死亡率每5年翻一翻，估计15%的老年男性有COPD[1]。据我国6千万人口的普查，阻塞性肺气肿的患病率为06%～43%[2]。终末期肺气肿无有效的内科治疗方法。外科治疗只能以肺移植为唯一治疗手段...
3735.txt,支气管和肺,"",国外科技资料目录.医药卫生,1999,2,<正> 9905083 肺容量还原外科施行后1年病例的肺机能及肺循环动态[日，英摘]/藤本圭作∥日胸疾会志.-1997，35(3).-357～364 冀医情 9905084 造影增强动态MRI肺灌注显像:运用于单侧肺移植/Berthezene Y∥Invest Radiol.-1997，32(6).-351～356 湘医图
3736.txt,心脏,"",国外科技资料目录.医药卫生,1999,8,<正> 9928825 双腔及标准心脏移植后心钠素升高的重要意义/Gamel A E//Ann ThoracSurg.-1997，63(4).-1095～1100湘医图9928826 心脏外科自体血小板冷冻保管法和术中采血法的安全性以及术后出血量削减效果的比较研究[日]/横室仁志//日输血会志.-1998，44(2).-50 冀医情9928827 心挫伤时的诊断，加强疗法和外科对策的特点[俄，英摘]-1998，157(4).-53～56友谊医9928828 法乐氏四联症手术时不切开主
3737.txt,胸部外科学,"",国外科技资料目录.医药卫生,1999,8,<正> 9928903 Rastelli 手术[日]/川岛康生//胸部外科.-1998，51(7).-590 友谊医9928904 自然血气胸胸廓切开术后发生再扩张性肺水肿[日]/小延俊文//胸部外科.-1997，50(9).-796～799 友谊医9928905 原发性自发性气胸的胸腔镜治疗[日]/本田哲史//日呼吸会志.-1998，增刊.-100 冀医情9928906 胸腔内血肿1例[日]/中江龙仁//日胸临.-1997，56(9).-743～747友谊医9928907 碎裂性胸膜外胸廓成形术是治
3738.txt,重症慢型克山病的治疗—心脏移植(附3例报告),于波|藏旺福|李学奇|关振中|夏求明,中国地方病学杂志; CHINESE JOURANL OF CNDEMIOLOGY,1999,1,目的探讨心脏移植对治疗重症慢型克山病的治疗效果。方法对三例重症慢型克山病患者分别行标准术式、全心脏原位移植术、双腔原位心脏移植。移植术中供心保护采用经冠状静脉窦逆行灌注氧合血。术前后系统护理、抗感染、抗排斥反应和对症处理。结果移植吻合时间分别为６５分、７７分和８２分。术后前２例恢复顺利，无并发症。第３例术后右心功能不全，经系统治疗，术后５天好转，２周后出现肺感染系统抗炎后痊愈；术后３个月出现糖尿病，胰岛素治疗后得到控制。３例患者已分别存活近５年、４年余和１年余，心功能均为Ｉ级。结论认为心脏移植是治疗重症慢型克山病的有效措施之一，良好的供心保护、确切的吻合技术、合理应用免疫抑制剂、及时防治术后并发症是提高移植近、远期疗效的重要因素
3739.txt,原位肝移植术后腹腔动脉狭窄1例报告,陈规划|朱晓峰|何晓顺|陆敏强|黄洁夫,中国实用外科杂志; CHINESE JOURNAL OF PRACTICAL SURGERY,1999,1,血管并发症是原位肝移植（ｏｒｔｈｏｔｏｐｉｃｌｉｖｅｒｔｒａｎｓｐｌａｎｔａｔｉｏｎ，ＯＬＴ）术后主要并发症之一。其中腹腔动脉狭窄极为罕见，我中心在施行的１４例ＯＬＴ中发现１例。现报告如下。１临床资料病人男性，３７岁。于１９９８年５月２６日入我院。...
3740.txt,国内医学新闻,"",中华医学信息导报; China Medical News,1999,14,<正> 北京天坛医院采用新技术治疗冠心病疗效好 北京天坛医院(100050)匡远深、朱丽丽报道 不久前，一例心肌梗死男性患者因频发心绞痛到该院检查，发现其冠状动脉前降支近端95％出现局限性狭窄。经冠脉内旋磨术治疗，患者病症迅速解除，供血通畅，术后4天便康复出院。至此，该院采用此项新技术已成功为5例患者彻底解除了病痛，取得满意的临床治疗效果。
3741.txt,一例心脏瓣膜置换术后行肾移植的护理,朱碧丽|朱卫兵|陈茹芳|谢翠华,中华护理杂志; CHINESE JOURNAL OF NURSING,1998,5,尿毒症合并心脏瓣膜病变临床上较为少见，心脏瓣膜置换术后再行肾移植术更为罕见。由于患者病程长，受累脏器多，病情复杂，治疗护理难度较大。我科于１９９６年６月收治一例风湿性心脏病主动脉瓣置换术后并尿毒症患者，行同种异体肾移植获得成功。现将护理体会报告如下。...
3742.txt,原位心肺联合移植术的护理配合,郑惠俊|宋玲|黄淑英|王凤华|王桂清|张鸿英|闫秀娟|闫旭明,中华护理杂志; CHINESE JOURNAL OF NURSING,1998,6,报告１９９７年８月２６日为１例复杂先天性心脏病合并艾森曼格综合征的患者施行原位心肺联合移植手术配合。就手术室在控制院内感染，供体心肺保护、病情观察和护理措施方面进行了阐述。
3743.txt,心肺脑复苏护理的若干进展,曹伟宁,中华护理杂志; CHINESE JOURNAL OF NURSING,1999,4,心肺脑复苏（ＣＰＣＲ）护理是抢救心脏、呼吸骤停及保护、恢复大脑功能的急救护理技术。自８０年代以来ＣＰＣＲ以基本生命支持（ＢＬＳ）、进一步生命支持（ＡＬＳ）和持续生命支持（ＰＬＳ）三期紧密联系、相互制约地将复苏的全过程进行标准化操作训练已被广泛采用。近...
3744.txt,第60～61例——临床病原微生物学讨论,瞿介明|何礼贤,中华结核和呼吸杂志; CHINESE JOURNAL OF TUBERCULOSIS AND RESPIRATORY DISEASES,1998,4,第６０～６１例———临床病原微生物学讨论上海医科大学中山医院肺病学教研室病历摘要例１患者男性，３１岁。因咽痛６天、气急２天，发热１２小时于１９９２年１１月１２日入院。患者于３个月前因慢性肾炎、尿毒症行同种异体肾移植术。肾功能有明显好转，尿常规正常，一...
3745.txt,细菌性肺炎延缓吸收,林耀广,中华结核和呼吸杂志; CHINESE JOURNAL OF TUBERCULOSIS AND RESPIRATORY DISEASES,1998,6,细菌性肺炎延缓吸收林耀广细菌性肺炎（简称肺炎）目前仍然是影响人民健康的最重要疾病和最重要的公共卫生问题之一。抗生素的不断发展为我们提供了治疗肺炎的强有力的武器，但抗生素的滥用也导致了耐药菌株的不断产生，使肺炎不能预期吸收消散，因而成为医学、社会和经济...
3746.txt,卡氏肺囊虫肺炎临床诊治的初步体会,吴式|林锡芳,中华结核和呼吸杂志; CHINESE JOURNAL OF TUBERCULOSIS AND RESPIRATORY DISEASES,1998,10,目的提高对卡氏肺囊虫肺炎（ＰＣＰ）的认识。方法回顾性分析６例ＰＣＰ患者资料。结果６例ＰＣＰ基础疾病为白血病、淋巴瘤、肾移植和溶血性贫血。临床表现为呼吸困难、咳嗽和发热。Ｘ线表现为双肺弥漫性肺泡性或间质性改变或无改变。治疗首选复方新诺明（ＳＭＺｃｏ）和氨苯砜。３例并发呼吸衰竭，表现与成人呼吸窘迫综合征（ＡＲＤＳ）相似的低氧血症、肺内分流和顺应性下降。持续气道正压通气／呼气末正压通气（ＣＰＡＰ／ＰＥＥＰ）为常用模式。顽固性低氧血症可试用高水平（＞１４７ｋＰａ）ＰＥＥＰ治疗。结论卡氏肺囊虫肺炎并发急性呼吸衰竭者预后差，争取早期诊断与治疗是提高生存率的关键。
3747.txt,43例原位肝移植病人手术中血电解质浓度的变化,高玲|Michael J. Bookallil,中华麻醉学杂志; Chinese Journal of Anesthesiology,1998,3,目的:动态观察原位肝移植手术期间病人血电解质浓度的变化。方法:患者在气管插管全身麻醉下行肝移植手术。分别于麻醉诱导前及手术开始后各期定时抽取桡动脉血标本做血浆钠、钾、氯、钙水平测定。结果:血钾在无肝期及肝脏再灌注5～15分钟后明显降低，而在再灌注后1～5分钟内明显升高(最高7.2mmol·L<sup>-1</sup>)。所有病人血钙浓度从手术开始后即呈下降趋势，以无肝期尤为显著。术中血钠浓度轻度升高，但极少超出正常值范围。血氯浓度在手术各期无明显变化。结论:在无肝期及再灌注5～15分钟后，应注意纠正低血钾。但在肝脏再灌注后短时间内，要警惕严重高血钾的发生。由于低血钙普遍存在于所有病人，应及时给予补充，以预防低血钙造成的心肌抑制。
3748.txt,肺毛霉病——附二例报告,文仲光|崔德健|王晓红|范迪|茅培英,中华内科杂志; CHINESE JOURNAL OF INTERNAL MEDICINE,1998,5,目的探讨肺毛霉病的临床表现、诊断和治疗方法。方法本组２例采用纤维支气管镜、开胸探查和痰检查，经病理或真菌培养确诊。结果随着广谱抗生素、抗肿瘤药物、皮质激素和器官移植的广泛应用，发病率有增高趋势。病死率极高，国外报道为８０％，局限于肺部者为６５％，播散型高达９６％。国内报道的１０余例仅１例存活，且多为尸检后明确诊断。本组２例确诊后，其中例１两次行肺叶切除术并于手术前后采用氟康唑治疗，例２单用氟康唑治疗，均痊愈出院。结论对临床可疑病例应及时确诊，有手术适应证者应积极手术切除。氟康唑对肺毛霉病有效
3749.txt,胰十二指肠及肾一期联合移植5例报告,郑树森|陈江华|金炜|张珉|梁廷波|王伟林|朱琮|王逸民|徐红|朱伟芳,中华普通外科杂志; CHINESE JOURNAL OF GENERAL SURGERY,1999,2,目的开展和进一步总结胰肾一期联合移植术的经验。方法回顾性总结４年来共实行胰十二指肠肾脏一期联合移植术５例的方法、疗效及并发症的预防和治疗。结果本组５例于术后移植胰腺和移植肾均发挥了正常功能，术后第１～１０天均停用胰岛素，空腹血糖在正常范围。术后并发症常见，计本组出现的并发症为胰周感染或脓肿３例，十二指肠残端瘘１例，化学性或细菌性膀胱炎４例，移植胰巨细胞病毒（ＣＭＶ）感染１例，代谢性酸中毒２例，肺部感染２例和急性排斥反应１例。并发症经处理后大多都能得到控制。本组中有２例已分别存活４年６个月和３年５个月，１例术后３周死于移植肾急性排斥反应多器官功能衰竭。结论胰十二指肠肾脏一期联合移植对治疗Ⅰ型糖尿病并发晚期尿毒症具有肯定的临床疗效，较其它移植有许多优点。术后并发症的预防和正确治疗是影响病人长期存活的重要因素
3750.txt,心脏移植术中供心的保护,唐玉荣|向桂玉|夏新芬|宁晓华|黎京芳|陈厚坤|夏求明,中华器官移植杂志; CHINEAE JOURNAL OF ORGAN TRANSPLANTATION,1999,4,目的　为了提高心脏移植的效果， 改进心脏移植中供心的保护方法。方法　３ 例原位心脏移植手术中采用４ ℃改良Ｓｔ．Ｔｈｏｍａｓ 液经主动脉根部灌注和温血２６ ～３４ ℃逆行冠状静脉窦灌注方法保护供心。结果　主动脉开放后， 各项血液动力学指标在正常范围， 心肌超微结构保持完整，未见缺血损害。长期随访心功能Ⅰ级， 恢复正常生活和工作。结论　温血逆行冠状静脉窦灌注适合心脏移植中供心的保护。
3751.txt,布加综合征的肝移植,戴宗晴|袁房均|彭伟|张柏|贾国风,中华器官移植杂志; CHINEAE JOURNAL OF ORGAN TRANSPLANTATION,1998,2,报告一例曾接受过脾肺固定术的布加综合征病例，因终末期肝硬化，下腔静脉阻塞而行原位肝移植术。术野局部粘连严重，侧支丰富，特别是第二肝门解剖困难，采用右房肝上下腔静脉吻合术，重建下腔静脉通道。行髂总静脉、门静脉至右房插管转流，使用ＷＭＯ液保存供肝５小时４５分。完成手术后肝血液循环良好，当天即有胆汁排出。术后第１３天死于肝排斥反应及肝动脉栓塞，肝、肾功能衰竭
