Item type,Authors,Title,Journal,Publication year,Issue,Date published,ISSN,Abstract,Keywords,Column1,_1,_2,_3,_4,_5
Journal Article,"彭风华,张莲萍,彭龙开,谢续标,蓝恭斌,王彧,余少杰,唐笑天,谭亮,方春华,聂曼华,杨金瑞,赵晓昆",肝移植术后心脏死亡捐献肾行肾移植手术2例并文献复习,中南大学学报(医学版),2013,1,2013,1672-7347,"目的:加深针对扩大标准供肾的心脏死亡器官捐献(donation a er cardiac death,DCD)肾移植手术供肾质量术前评估以及术中术后管理的认识。方法:2例供肾均来自于中南大学湘雅二医院器官移植中心同一例行肝移植手术术后5年的供者。供者因移植肝功能恶化,依次出现肝昏迷、脑死亡、肝肾综合征和心脏死亡。供肾评分系统(deceaseddonor score,DDS)以及\零点\""双肾肾穿刺活检被用以评估供肾功能",综合评估后2例受者接受了肾移植手术。结果:术后随访6个月,2例受者移植肾功能基本正常。2例受者出现肺部感染,在给予相应治疗后出院,未出现急性排斥反应。结论:采用肝移植术后供者DCD肾移植手术,术前需对供肾做出详细评估;手术后短期效果满意,有助于扩大供体池,"远期效果有待进一步观察。"""
Journal Article,"汪小辉,王以巧,沈柏用,鲍国清,邓侠兴,祝哲诚,阿依都·阿不都热依木,詹茜,彭承宏,李宏为",活体肝移植术后胆道并发症的研究及相关因素的分析,肝胆胰外科杂志,2013,5,2013,1007-1954,"目的分析活体肝移植(LDLT)术后的胆道并发症(BC)及相关因素。方法回顾性分析瑞金医院肝移植中心2006年6月至2009年9月实施的42例LDLT的临床资料,对LDLT术后BC的发生进行总结和分析。统计LDLT术后BC发生的可能因素,进行单因素对照分析。结果 42例LDLT其中出现BC 16例(A组),未出现BC 26例(B组),BC的发生率为38.1%。A组与B组LDLT患者在右半肝和左半肝所占比例(50%vs 9.1%)(P=0.044)、有无动脉并发症所占比例(70%vs 28.1%)(P=0.045)、冷缺血时间(cold ischemic time,CIT)(P=0.048)、无肝期时间(P=0.037)、移植物受者体重比(graft weight/recipient weight,GWRW)(P=0.04)及GRWR≥1(P=0.029)等6个因素上比较差异有统计学意义。结论 LDLT术后BC的发生率高低与手术医生的熟练程度,手术方法的改进,缩短冷缺血时间、无肝期时间有关,还与左右半肝比例和GWRW有关。",活体肝移植;;胆道并发症;;手术后并发症;;单因素分析,,,,,,
Journal Article,"陈传宝,袁小鹏,周健,韩明,王小平,焦兴元,王长希,何晓顺",儿童心脏死亡器官捐献供者双肾整块移植早期临床疗效观察,中华移植杂志(电子版),2013,4,2013,1674-3903,"目的观察儿童心脏死亡器官捐献(DCD)供者双肾整块移植的早期临床疗效。方法回顾性分析中山大学附属第一医院器官移植中心2010年2月至2013年9月儿童DCD供者双肾整块移植供、受者临床资料。6例儿童DCD供者中位年龄3岁(10个月~6岁),均捐献给相同血型受者。6例受者中位年龄39.5岁(17~48岁),成年人5例,17岁男性1例,原发病均为慢性肾小球肾炎;均为首次肾移植,群体反应性抗体均阴性,HLA错配数1~4个。均采用右侧髂窝整块移植法。结果 6例受者手术均获成功。移植肾热缺血时间中位数为17.5 min(0~23 min),冷缺血时间中位数为6.6 h(4.8~7.4 h)。术后肾功能恢复均较顺利,未发生急性排斥反应、移植肾原发性无功能和移植肾功能延迟。其中4例为移植肾功能立即恢复(即术后第5天血清肌酐≤265μmol/L),2例为移植肾功能缓慢恢复(即术后第5天血清肌酐>265μmol/L)。1例受者术后7 d右侧移植肾动脉血栓形成;1例受者术后15 d诊断为肺结核行正规抗结核治疗;1例受者术后1年出现移植肾动脉吻合口狭窄,介入治疗后恢复。术后随访1~36个月,受者和移植肾全部存活,所有受者肾功能均正常。结论儿童DCD供者双肾整块移植早期临床疗效良好,是一种扩大供者来源的良好途径。",心脏死亡器官捐献;;儿童供者;;双肾整块移植,,,,,,
Journal Article,"王传磊,孙晓东,邱伟,石小举,陈玉国,吕国悦",心脏死亡器官捐献边缘供肝肝移植三例临床分析,中华移植杂志(电子版),2015,3,2015,1674-3903,"目的探讨心脏死亡器官捐献(DCD)边缘供肝应用的可行性。方法回顾性分析吉林大学白求恩第一医院肝移植中心2015年4月至5月施行的3例边缘供肝肝移植供、受者临床资料。结果 3例边缘供肝供者均为男性,包括61岁老年供者供肝1例,重度脂肪变性(肝细胞气球样脂肪变>65%)供肝1例,冷缺血时间延长(15.7 h)1例。均实施中国三类标准器官捐献。老年供肝肝移植受者术后肝功能恢复良好,未出现排斥反应。重度脂肪变性供肝肝移植受者术后肝功恢复差,术后1周因移植肝原发性无功能再次行肝移植。冷缺血时间延长供肝肝移植受者术后恢复顺利,术后10 d发生轻度急性排斥反应,将他克莫司由2.0 mg(2次/d)调整为2.5 mg(2次/d),肝功能恢复良好。结论在综合评估供肝状况及合理匹配受者的前提下,边缘供肝能够安全使用,并能取得良好的临床效果。老年供肝可以匹配终末期肝病模型评分低的老年受者;冷缺血时间延长供肝可通过增加灌注次数以适当缓解术后肝功能恢复延迟情况;重度脂肪变性供肝仍应谨慎使用,要综合其他影响供肝的因素及受者状况来决定。",心脏死亡器官捐献;;边缘供肝;;肝移植,,,,,,
Journal Article,"孙东,王振璞,谷东风,蒋欣,王凯,曲青山",亲属活体供肾动脉轻度狭窄对肾移植受者术后早期肾功能和并发症的影响,器官移植,2016,6,2016,1674-7445,"目的探讨亲属活体供肾动脉轻度狭窄对肾移植受者术后早期肾功能和并发症的影响。方法回顾性分析14例供肾动脉轻度狭窄的亲属活体肾移植与50例标准亲属活体肾移植供、受者的临床资料。比较两组供者术后血清肌酐(Scr)水平。比较两组受者术后1、3、6个月的Scr水平;比较两组受者移植肾存活率及移植物功能延迟恢复(DGF)、急性排斥反应、肺部感染的发生率。结果两组供者术后Scr水平比较,差异均无统计学意义(均为P>0.05)。两组术后1、3、6个月Scr水平比较,差异均无统计学意义(均为P>0.05)。两组受者移植肾存活率,DGF、急性排斥反应、肺部感染的发生率比较,差异亦均无统计学意义(均为P>0.05)。结论亲属活体供肾动脉轻度狭窄对肾移植受者术后肾功能和并发症的影响不大,可纳入标准供体供肾范围。",肾移植;;活体供者;;肾功能;;肾动脉狭窄;;供肾,,,,,,
Journal Article,"祖彩华,滕大洪,李俊杰,高伟,郭庆军,马楠,蔡金贞,沈中阳,张国梁",儿童活体和尸体肝移植的临床效果比较,天津医药,2016,7,2016,0253-9896,"目的分析和评价儿童活体和尸体肝移植的效果。方法回顾性分析320例终末期肝病儿童肝移植的预后及影响因素。根据肝移植手术方式的不同,将320例受者分为活体肝移植组(活体组)252例和尸体肝移植组(尸肝组)68例。活体组所有供者均为3代以内的直系亲属;尸肝组所有供者均为心脏死亡或脑死亡供者。比较两组受者术后存活情况和并发症情况。结果活体组受者1、2、3年的总体存活率分别为95.1%、93.5%和93.5%,尸肝组分别为92.3%、92.3%和82.4%,两组间比较差异无统计学意义(Log-rank χ~2=0.69,P=0.41)。随访期间,活体组死亡14例(5.56%),其中8例死于呼吸系统并发症,3例死于多器官功能衰竭,3例死于移植肝功能衰竭;尸肝组死亡5例(7.35%),其中1例死于呼吸系统并发症,2例死于多器官功能衰竭,1例死于腹腔出血,1例死于其他原因。两组门静脉血栓(PVT)、流出道梗阻、胆道并发症、肺部感染差异无统计学意义(均P>0.05),活体组肝动脉血栓(HAT)比例低于尸肝组(1.98%vs.10.29%,χ~2=10.245,P<0.01)。结论活体肝移植作为治疗终末期肝病的有效手段,疗效较好。",肝移植;;活体供者;;肝;;尸体;;儿童,,,,,,
Journal Article,"卢长江,陆才德,吴胜东,虞伟明,黄静,房炯泽,戴磊",脑-心双死亡供肝与尸体供肝移植安全性比较,肝胆胰外科杂志,2016,1,2016,1007-1954,"目的探讨脑-心双死亡(donation after brain plus cardiac death,DBCD)供肝肝移植手术安全性及近期疗效。方法收集本科肝移植相关资料:供肝热缺血时间(warm ischemic time,WIT)、冷缺血时间(cold ischemic time,CIT)、手术时间、受体无肝期时间,术后第1、3、7天肝功能变化(ALT、TBIL),及术后早期各种并发症发生率等。按供肝来源不同分为DBCD组(观察组)与尸体供肝组(对照组),比较两组相关资料的差异及与术后肝功能和并发症的关系。冷/热缺血时间和早期肝功能受损程度相关性分析采用Pearson检验。结果与对照组相比,DBCD组热缺血时间较长[(9.5±2.2)min vs(4.9±1.5)min,t=10.719,P0.05)。两组术后早期并发症率和手术死亡率比较无统计学意义差异(P>0.05)。DBCD组数据显示热缺血时间长短与移植术后1周内ALT峰值呈正相关(r~2=0.826,P<0.001)。结论 DBCD组冷缺血时间较尸体供肝组缩短,但热缺血时间较尸体供肝组延长,总体在安全范围内且可控性良好,因此DBCD肝移植是安全的。",脑-心双死亡供体;;肝移植;;热缺血时间;;肝功能,,,,,,
Journal Article,"丁利民,徐志丹,李新长,罗文峰,龙成美,罗来邦",公民逝世后器官捐献供肝保护及功能评估临床分析,器官移植,2017,6,2017,1674-7445,"目的总结公民逝世后器官捐献供肝保护及功能评估的初步经验。方法回顾性分析35例公民逝世后器官捐献供者和33例受者的临床资料。总结供肝获取情况和受者预后情况;根据供者器官获取前的血清钠离子水平(血清钠),将相应受者分为血清钠<155 mmol/L组、血清钠155~160 mmol/L组和血清钠161~180 mmol/L组,比较3组受者术后早期移植肝功能不全的发生率。结果 35例供者中,中国标准二类27例,中国标准三类8例,实施肝移植33例,余2例肝脏有淤血性肝硬化改变,弃用。33例肝移植受者中,30例恢复顺利,术后7~14 d肝功能逐渐恢复正常,长期门诊随访移植肝功能基本正常;3例受者死亡,其中2例死于门静脉血栓形成,1例死于肺部感染合并多器官功能衰竭。血清钠<155 mmol/L组、血清钠155~160 mmol/L组和血清钠161~180 mmol/L组受者术后早期移植肝功能不全的发生率依次为18%、23%和4/5,其中,血清钠161~180 mmol/L组明显高于血清钠<155 mmol/L组(P<0.05)。结论对公民逝世后器官捐献供肝功能进行及时、准确的评估和维护是提高供肝利用率、保证供肝功能和取得较好移植效果的关键因素。",公民逝世后器官捐献;;供肝保护;;功能评估;;肝移植;;高钠血症;;移植肝功能不全;;并发症;;门静脉血栓,,,,,,
Journal Article,"韩环立,张明满,郭春宝,康权,李英存,蒲从伦",胆道闭锁肝移植术后早期肝动脉血栓的诊断及处理,临床小儿外科杂志,2017,2,2017,1671-6353,"目的探讨胆道闭锁肝移植术后早期肝动脉血栓(hepatic arterythrombosis,HAT)的诊断、治疗以及对预后的影响。方法回顾性分析本院2006年6月至2014年4月间完成的41例胆道闭锁肝移植手术临床资料,术后早期常规监测血生化指标、彩色多普勒超声监测肝动脉血流,对疑有肝动脉血栓形成患者,行肝动脉造影或开腹肝动脉探查。结果术后9例发生早期肝动脉血栓,发生率21.95%,经肝动脉介入溶栓、肝动脉切开取栓或再次肝移植,2例死于肝动脉血栓,7例肝动脉再通,但围手术期2例死于肺部肺炎克雷白杆菌感染,1例死于肠漏后感染性休克,1例死于毛细血管渗漏综合征,1例再次肝移植者因原发肝无功能而死亡。结论胆道闭锁肝移植术后早期肝动脉血栓发生率较高,也是导致死亡的重要原因之一,对于可疑HAT者,尽早行肝动脉造影确诊及溶栓治疗、开腹探查肝动脉切开取栓治疗可有效诊断和治疗HAT。",胆道闭锁;;肝移植;;肝动脉血栓;;手术后并发症;;儿童,,,,,,
Journal Article,"孙煦勇,秦科",中国公民逝世后捐献供器官功能评估和维护专家共识(2016版),中华移植杂志(电子版),2016,4,2016,1674-3903,"1前言我国现阶段公民逝世后器官捐献分为三大类:中国一类(C-Ⅰ),国标标准化脑死亡器官捐献(donation after brain death,DBD);中国二类(C-Ⅱ),国际标准化心脏死亡器官捐献(donation after cardiac death,DCD),包括目前国际上的Maastrichit标准(马氏标准)的M-Ⅰ~Ⅴ类案例;中国三类(C-Ⅲ),中国过渡时期脑-心双死亡标准器官捐献(donation after brain death awaiting cardiac death,DBCD)。其中C-Ⅰ、C-Ⅲ均是在脑死亡状态基础上",,,,,,,
Journal Article,"曾维胜,李珍,宋秘,张长升,祝敏,曾云俊",性别对肾移植受体霉酚酸血药浓度影响的临床分析,器官移植,2018,5,2018,1674-7445,"目的探讨性别对肾移植术后受体霉酚酸(MPA)血药浓度的影响。方法以115例接受活体肾移植的受体作为研究对象,根据性别将受体分为两组,男性为S1组(61例),女性为S2组(54例)。术后采用他克莫司(每次2 mg,每日2次)+吗替麦考酚酯(MMF,每次0.75 g,每日2次)+泼尼松三联免疫抑制方案至少1周,检测两组受体服药后1、2、3周和1、2、3个月的MPA血药谷浓度。分析两组受体不良反应发生情况。结果服药后1、2、3周和1、2、3个月,S1组受体的MPA血药谷浓度均低于S2组,差异均有统计学意义(均为P3.5μg/mL者的例数较多,波动在30%~78%。S1组中4例发生急性排斥反应,其中3例因急性排斥反应导致移植物失功;S2组中7例发生胃肠道紊乱,3例发生肺部感染。结论性别对于肾移植受体术后服用MPA类药物的血药浓度有一定影响,女性受体术后MPA血药谷浓度明显高于男性受体。",性别;;雌激素;;肾移植;;霉酚酸;;吗替麦考酚酯;;血药浓度;;尿苷二磷酸-葡萄糖醛酸转移酶;;木黄酮,,,,,,
Journal Article,"尚文俊,王志刚,索敬钧,李金锋,庞新路,丰永花,刘磊,谢红昌,丰贵文",公民逝世后器官捐献供肾移植术后应用卡泊芬净预防真菌感染的前瞻性研究,中国组织工程研究,2017,32,2017,2095-4344,"背景:卡泊芬净是新型棘白菌素类全身抗真菌药物,研究表明其对深部真菌感染有广谱抗菌作用,疗效优于或与两性霉素B的作用相当,但目前尚无肾移植术后应用卡泊芬净预防真菌感染的报道。目的:分析公民逝世后器官捐献供肾肾移植与亲属活体肾移植术后真菌感染高危因素的差异,探讨应用卡泊芬净预防公民逝世后器官捐献供肾肾移植术后真菌感染的可行性和安全性。方法:试验为前瞻性单中心临床试验,在中国河南省,郑州大学第一附属肾移植中心完成。选择2012年1月至2013年8月收治,移植前无明确真菌感染证据及无应用抗真菌类药物史的首次肾移植患者,其中公民逝世后器官捐献供肾肾移植102例为试验组,对照组为同期亲属活体肾移植86例。术前测定受者CYP3A5基因型,所有患者移植术后均采用他克莫司+吗替麦考酚酯+泼尼松三联免疫抑制方案。试验组术后采用卡泊芬净预防性抗真菌治疗2周,比较两组真菌感染的高危因素以及相同CYP3A5基因型受者术后1、2周及1,3,6个月卡泊芬净对他克莫司谷浓度、他克莫司谷浓度/剂量比值的影响,检测各随访时间点肝肾功能、记录不良事件及真菌感染情况。试验于2017年11月在中国临床试验注册中心注册(Chi CTR-OON-17013342)。结果与结论:(1)受者随访6个月人/肾存活率分别为98.4%,97.3%,其中试验组102例,入组97例;对照组86例全部随访;(2)术前透析时间、血红蛋白值、冷缺血时间、热缺血时间、术中输血量、中心静脉导管留置时间、甲强龙用量、ATG用量、1周时血肌酐下降幅度、血小板减少症和术后体温>38℃持续时间是试验组相对对照组术后真菌感染的极高危因素;(3)随访6个月时,试验组、对照组真菌感染率分别为0%、2.3%;(4)术后1周试验组血肌酐值高于对照组(P0.05);(5)移植术后应用卡泊芬净2周,对不同CYP3A5基因型受者他克莫司谷浓度和和他克莫司谷浓度/剂量比值各随访时间点比较均无差异(P>0.05);(6)卡泊芬净可能相关不良反应以电解质紊乱发生率最高(21.6%),但两组比较均无差异(P>0.05);(7)提示:公民逝世后器官捐献供肾肾移植相对亲属供肾肾移植存在众多术后真菌感染的极高危因素,应用卡泊芬净预防真菌感染,效果显著,且对他克莫司谷浓度无影响,安全性高,可作为预防肾移植术后真菌感染的新方案和有效途径。",肾移植;;抗真菌药;;棘白菌素类;;组织工程;;组织构建;;卡泊芬净;;CYP3A5基因型;;真菌感染;;高危因素;;预防,,,,,,
Journal Article,"王淮林,刘斌,朱海冬,王钢,王远涛,周洪澜,翟秀宇",亲属活体肾移植受者术后并发症的诊治分析,实用器官移植电子杂志,2018,6,2018,2095-5332,"目的总结235例亲属活体肾移植受者术后并发症的发生情况,提高肾移植术后并发症的诊治效果。方法回顾性分析本院2012年1月—2017年6月收治的235例亲属活体受者的临床资料,对其术后恢复情况、并发症进行分析。结果 235例受者出院时血肌酐为100.1μmol/L,其中1例因呼吸衰竭死亡,4例移植肾失功,余230例受者近期复查血肌酐为111.8μmol/L。随访6～59个月,并发症包括急性排斥反应、肺部感染、尿路感染、切口感染、移植肾动脉感染、带状疱疹、尿瘘、移植肾输尿管梗阻、移植肾功能延迟恢复、移植肾动脉狭窄、移植肾失功、免疫抑制剂中毒、药物性腹泻、骨髓抑制、肝功能不全、移植后糖尿病等。受者和移植肾的1年生存率分别为99.8%、98.7%。术前使用抗胸腺细胞球蛋白(antithymocyte,ATG)或巴利昔单抗诱导可明显降低术后排斥反应的发生(P <0.05)。结论术前充分评估、术中精细操作、术后严密随访和及时治疗术后并发症,可有效提高移植肾的生存率。",亲属活体受者;;并发症;;诊治,,,,,,
Journal Article,"任吉忠,闵志廉,朱有华,何长民,贺宗理,齐隽,孟钢,王卓伟",肾移植无心跳供者供肾1141次的处理,第二军医大学学报,1997,5,1997,0258-879X,目的：探讨整块取肾法与分侧取肾法、高渗枸橼酸钠腺嘌呤肾保存液（ＨＣＡ）与乳酸林格液（ＬＡＬ）的优劣，研究缺血时间的长短对移植肾原发性无功能（ＰＮＦ）发生率的影响。方法：将１１４１次采用无心跳供者供肾所做同种异体肾移植患者的临床资料作回顾性分析，按不同的取肾方法、不同的保存方法、不同的缺血时间分组别进行比较，观察其统计学上的差异。结果：（１）整块取肾的热缺血时间与分侧取肾法相似，但进行肾移植术时前者更容易；（２）ＬＡＬ组的术后见尿时间为（２５．４８±６．５３）ｍｉｎ，ＨＣＡ组为（１５．６３±１０．００）ｍｉｎ（Ｐ＜０．０１），术后肾功能恢复正常所需时间前者为（８．６５±３．３９）ｄ，后者为（６．６６±２．７３）ｄ（Ｐ＜０．０５），ＰＮＦ的发生率分别为１１．１１％，２．１４％（Ｐ＜０．０１）；（３）ＨＣＡ组中，当总缺血时间分别为≤１０，２０，３０，４０，５０和＞５０ｈ时，其ＰＮＦ的发生率分别为０％，１．８３％，１．２３％，６．２５％，５．８８％和９．５２％。结论：（１）整块取肾法优于分侧取肾法；（２）ＨＣＡ对移植肾的保存效果好于ＬＡＬ；（３）ＨＣＡ组中，总缺血时间的延长将明显延缓肾移植术后见尿时间、肾功能的恢复?,肾移植；无心跳尸体供者；保存液；缺血损伤,,,,,,
Journal Article,"李敬来,夏家红,黄毅,杨辰垣",简化的大鼠心脏异位移植术,心肺血管病杂志,1999,4,1999,1007-5062,简化和改进大鼠异位心脏移植模型。不需要显微放大设备，先准备受体，将供心升主动脉和主肺动脉分别端侧吻合于受体的腹主动脉和下腔静脉上。手术成功率达８５ ％ 以上。这种方法简便易行，成功率高,大鼠;;异位;;心脏移植,,,,,,
Journal Article,"杜成友,沈文律,李可州,黄孝能",丹参及金钱草对抗豚鼠-大鼠异种心脏移植超急性排斥反应作用的初步观察,中国中西医结合杂志,1998,,1998,1003-5370,"目的:研究丹参、金钱草单用或与环孢素 A(CsA)、硫唑嘌呤(Aza)、泼尼松(Pred)三联免疫抑制药物合用对异种心脏移植超急性排斥反应的作用。方法:选用豚鼠—大鼠异种心脏移植模型,分别观测 B 组(单纯豚鼠—大鼠心脏移植,对照组)、C 组(CsA、Aza、Pred 治疗组)、D 组(丹参联合 CsA、Aza、Pred 治疗组);E 组(金钱草联合 CsA、Aza、Pred 治疗组)、F组(丹参治疗组)及 G 组(金钱草治疗组)移植心脏存活时间。结果:各实验组移植心脏存活时间分别为14.7±5.6、13.6±4.9、24.5±4.4、15.4±6.4、25.8±4.1及14.3±4.1min。结论:与金钱草治疗组及 CsA、Aza、Pred 治疗组比较,丹参能够延长异种移植心脏存活时间(P<0.05),但不能阻断超急性排斥反应的发生,丹参可能对大鼠补体有抑制或清除作用。丹参、金钱草分别与 CsA、Aza、Pred 合用无抑制协同作用。",丹参;;金钱草;;异种心脏移植;;超急性排斥反应,,,,,,
Journal Article,"叶启发,陈知水,陈实,曾凡军,刘敦贵,周平,夏穗生,裘法祖",七例八次背驮式原位肝移植,中华器官移植杂志,1998,1,1998,0254-1785,对４例Ｗｉｌｓｏｎ病及３例晚期肝病患者施行了８次背驮式原位肝移植术，其中１例为减体积性背驮式原位肝移植。３例已分别存活２年、９个月、６个月，４例死于术后并发症。认为代谢性疾病是原位肝移植的最佳适应证，其次是肝硬变；术后感染、急性和慢性排斥、肺部并发症及胆道并发症是影响患者存活的重要因素；背驮式原位肝移植对全身血流动力学的影响较小。,"肝／移植,肝疾病",,,,,,
Journal Article,"陈焕伟,甄作均,苏树英,许卓明,计勇",原位肝移植术后并发症的诊治(附7例报告),中国普通外科杂志,2001,2,2001,1005-6947,"目的 探讨原位肝移植术后并发症的诊断与治疗。方法 回顾性分析 7例原位肝移植病人术后并发症的诊治情况。结果 本组术后并发症包括 :颅内出血 (1/7)、肾功能衰竭 (1/7)、腹腔内出血 (2 /7)、肺感染、胸腔积液 (5 /7)、ARDS(1/7)、高胆红素血症 (5 /7)、急性排斥反应 (1/7)等。存活 5例 ,死亡 2例。结论 合理的防治措施能有效减少肝移植术后并发症的发生 ,对肝移植术后并发症的及时诊断和正确处理是提高肝移植成功率的关键。",肝移植/副作用;;高胆红素血症/病因学;;胸腔积液/病因学,,,,,,
Journal Article,管文贤,儿童活体肝部分移植术进展,中国普外基础与临床杂志,2002,4,2002,1007-9424,"目的 介绍近年来儿童活体肝移植术的进展。方法 以全球活体肝部分移植中心京都大学的资料为重点 ,综述近年来全球儿童活体肝移植术的现状。结果 活体肝移植仍然是儿童患者的首选术式 ,其主要适应证是胆汁淤积性肝病 (80 % ) ,全球最大一组资料 (4 62例 )表明 ,其 1、3、5年累计生存率分别为 79.8%、77.0 %和 77.0 % ,优于同期接受全肝移植的患者 (12 9例 ,1、3、5年累计生存率分别为 76.0 %、70 .0 %和 65 .0 % ) ,且择期手术患者的生存率 (85 .0 % )优于急诊手术者 (67.0 % ) ;死亡原因主要是排斥反应和感染。此外 ,对于儿童患者 ,还开展了原位辅助性活体肝部分移植和再次活体肝移植术。结论 严格选择手术适应证及手术时机和做好术后 1年内的管理是提高远期疗效的关键 ,儿童活体肝部分移植术疗效明显优于成人 ,也优于全肝移植术。",儿童;;肝移植,,,,,,
Journal Article,"董家鸿,王曙光,别平,王槐志,杨占宇,何宇,李智华,蔡景修",40例临床肝移植血管和胆管重建经验,中华肝脏病杂志,2002,1,2002,1007-3418,目的 总结第三军医大学西南医院肝移植时血管及胆管重建的经验。方法 回顾性分析４０％肝移植时血管重建、胆道重建的方法及效果。结果 本研究肝移植病例围手术期死亡６例，手术病死率为１５．０％。并发症为：肺部感染１８例；多器官功能衰竭５例；腹腔内出血４例；ＡＲＤＳ ８例；肝动脉血栓形成１例；胆漏１例；脑出血１例。存活最长的１例为３１个月，有１５例生存期超过１年。结论 良好的血管和胆管重建技术是确保肝移植手术成功的关键。,肝移植;;血管重建;;胆管重建,,,,,,
Journal Article,"李红春,胡宗宇,张书民,崔经建,朱兆红,谢方利,周玉生,王建斌,陈规划,何晓顺,杨扬,许赤",背驮式原位肝移植2例,淮海医药,2002,5,2002,1008-7044,"目的 总结背驮式原位肝移植治疗终末期肝病的临床经验。方法 回顾性分析 2例肝炎后肝硬变患者行背驮式原位肝移植手术治疗的临床资料。结果 死亡 1例 ,存活 1例。术后并发症包括腹腔内出血 1例 ,肝后下腔静脉扭曲狭窄 1例 ,急性排斥反应 1例 ,肺部感染、呼吸功能衰竭 1例 ,均给予相应的治疗。结论 肝移植手术是终末期肝病的有效治疗手段。术后应积极预防各种并发症的发生 ,了解各种并发症的发生时间和症状有助于早期诊断 ,并采取各项积极正确的治疗措施。",器官移值;;背驮式肝移植;;肝炎后肝硬化;;手术后并发症,,,,,,
Journal Article,"傅宏,傅志仁,丁国善,王正昕,张建军,倪之嘉,郭闻渊,施晓敏,胡志前",原位肝移植术后胆道并发症的预防和治疗(附43例肝移植报告),外科理论与实践,2003,6,2003,1007-9610,"目的:探讨原位肝移植术后胆道并发症的防治。方法:回顾性分析2001年10月至2003年3月的43例原位肝移植的临床资料。结果:本组43例行原位肝移植术的病人中,6例发生了胆道并发症,发生率为13.95%;计胆道狭窄3例,拔T管时胆漏2例,胆总管漏1例。前25例用UW液冲洗胆道,有5例发生胆道并发症,发生率为20.00%,后18例先用林格液彻底冲洗胆道,再用UW液灌注保存,仅1例发生胆道并发症,发生率为5.56%。留置T管的18例病人中3例发生胆道并发症,未放T管的25例中也有3例发生胆道并发症,发生率分别为16.67%和12.00%。6例胆道并发症病人中仅1例实施再次手术,1例死于严重的肺部感染,其余经PTCD充分引流、放射介入和(或)内镜气囊扩张并放置支架等治疗,均取得了满意疗效。结论:在切取供体早期用林格液彻底冲洗胆道系统,是降低胆道并发症的一种有效方法;是否放置T管取决于胆道两端口径的匹配情况和手术医生吻合技术的熟练程度,T管至少宜放置4个月;而胆道并发症的治疗大多可经非手术治愈。",原位肝移植;;手术并发症;;胆道,,,,,,
Journal Article,"杨勇,王平贤,肖亚,黄赤兵,张艮甫,祝善俊",老年人肾移植临床特点的分析,中华老年多器官疾病杂志,2003,2,2003,1671-5403,"目的 探讨≥60岁老年人肾移植的临床特征及免疫抑制剂治疗的特点。方法 对1990年1月～2001年12月1390例肾移植中的152例≥60岁患者的临床资料进行分析,将术后使用免疫抑制剂为三联疗法(环抱素A+硫唑嘌呤+泼尼的松)的55例作为A组;术后使用四联疗法(环孢素A+麦考酚酸莫非替酯+泼尼松+抗T细胞单抗)的97例作为B组,B组中51例患者术后接受OKT_3抗排斥治疗,另46例给予抗IL-2受体抗体预防急性排斥反应。将两组的术后并发症、急性排斥率及1年人/肾存活率相比较,并与同期非老年肾移植患者相同指标进行比较。结果 老年患者肾移植后心脑血管并发症以及感染发生率明显高于同期非老年肾移植患者,A组和B组的术后1年内并发症发生率分别为83.6％和39.2％;急性排斥发生率分别为21.8％和5.7％;1年人/肾存活率分别为81.8％/78.2％和92.8％/90.8％。结论 老年患者肾移植术后心脑血管并发症及感染发生率较高,新四联免疫抑制疗法能有效地降低心脑血管并发症、感染和急性排斥反应的发生率,1年人/肾存活率也明显提高。",肾移植;;存活率;;并发症;;老年人,,,,,,
Journal Article,"杨勇,张艮甫,王平贤,黄赤兵,梁平,祝善俊",高龄患者肾移植126例临床分析,成都医药,2003,3,2003,1671-6051,"目的 :探讨高龄患者肾移植的临床特点及四联免疫抑制疗法对临床治疗效果的影响。方法 :分析 1990年 1月至 2 0 0 0年 12月 12 5 1例肾移植中 12 6例高龄患者临床资料 ,将术后使用免疫抑制剂为三联疗法 (CsA +Aza +激素 )的 5 5例作组Ⅰ ;而使用四联疗法 (CsA +MMF +激素 +抗T细胞单抗 )的 71例作为组Ⅱ ,组Ⅱ中 4 7例患者术后使用 2周Wu -T3抗排斥治疗 ,另 2 4例应用抗IL- 2R抗体预防急性排斥反应。将两组的术后并发症、急性排斥率及 1年人 /肾存活率相比较 ,并与本院同期非高龄患者相同指标比较。结果 :高龄患者肾移植后心脑血管并发症以及感染发生率均明显高于非高龄患者。组Ⅰ和组Ⅱ患者的术后并发症发生率分别为 74 5 5 %和 38 0 3% ;急性排斥发生率分别为 12 73%和 4 2 3% ;1年人 /肾存活率分别为 81 82 % /78 18%和 97 18% /95 77%。结论 :高龄患者肾移植术后较容易发生心脑血管并发症及感染 ,使用新的四联免疫抑制疗法能有效地降低心脑血管并发症、感染和急性排斥反应的发生率 ,1年人 /肾存活率亦明显提高。",肾移植;;高龄患者;;免疫抑制疗法,,,,,,
