id_number,title_ch,authors_ch,institutions,funding,journal,journal_issue,keywords_ch,abstract_ch
545,改良三套管法建立小鼠左肺原位移植模型,乔新伟; 江科; 李劲松; 聂君; 郑志坤; 范凯; 王建军,华中科技大学同济医学院附属协和医院胸外科,国家自然科学基金资助项目(No.81000032);湖北省自然科学基金资助项目(No.2010CDB07903),华中科技大学学报(医学版); Acta Medicinae Universitatis Scientiae et Technologiae Huazhong,2014年02期,小鼠; 肺; 移植; 套管技术,目的探讨采用改良三套管法建立稳定的小鼠左肺原位移植模型。方法取近交系雄性C57BL/6小鼠50只随机分为供体、受体，二者体重相近，采用改良三套管法进行左肺原位移植，术后4周进行显微胸部CT、动脉血气分析及病理学检测。结果该实验行肺移植25例，除1例因肺静脉撕裂致手术失败外，余24例均成功进行移植手术，手术成功率为96%(24/25)。术后1例受体鼠因呼吸道分泌物过多致气道阻塞而死亡，死亡率为4.2%(1/24)。供肺灌注到摘取时间为(6.2±1.8)min，供肺体外套管所需时间(15.0±2.4)min，供、受者完成吻合所需时间为(31.6±5.2)min，冷缺血时间为(32.5±3.5)min，热缺血时间为(31.3±8.9)min，整个手术过程耗时(88.0±12.0)min。术后4周，显微CT检查结果显示，受体鼠移植肺野清晰，膨胀良好;血液气体分析结果显示，阻断右肺门前、后的氧气分压比较，差异无统计学意义(P>0.05);移植肺组织的病理学检查显示，与正常右肺相比，移植左肺结构正常，肺泡通气良好。结论改良后的三套管法是一种简单有效、经济实用的吻合方法，可以成功地建立稳定的小鼠左肺原位移植模型。
380,亲属活体供肾与尸体供肾肾移植临床疗效的比较,曾仲; 马超龙; 况应敏; 崔平; 黄鉴; 刘涛,昆明医学院第一附属医院器官移植中心,NA,昆明医学院学报; Journal of Kunming Medical University,2008年05期,活体; 亲属; 肾移植,目的回顾总结同期完成的活体亲属供肾移植及尸体供肾移植51例的临床经验，分析不同肾脏来源的肾脏移植术后疗效，为开展活体亲属供肾移植提供科学依据.方法收集2002年2月至2008年6月在我院接受活体亲属供肾移植的51例受者、接受尸体供肾移植31例受者的临床资料，对不同肾脏来源受者的性别、年龄、HLA位点配型、手术情况、术中和术后近、远期并发症、免疫抑制方案、肾功能恢复情况及长期随访资料进行对照研究，进一步明确活体亲属供肾移植的临床意义.结果51例活体亲属供肾移植手术均获成功，其中1例术后7个月因骨髓抑制、重症感染自动出院后死亡.人/肾1a存活率为98.07%;尸体供肾移植手术成功，1例因术后5月多囊肾破裂大出血死亡，3例在术后1a内因重症肺部感染死亡，人/肾1a存活率87.10%.结论2种不同来源的肾脏移植在并发症以及人/肾1a存活率等指标上亲属活体供肾移植优于尸体供肾移植.活体亲属供肾移植术前准备充分，配型好，术后并发症少，人/肾存活率高，肾脏来源较为广泛，为肾脏衰竭患者提供了可靠的治疗手段.
607,七例八次背驮式原位肝移植,叶启发; 陈知水; 陈实; 曾凡军; 刘敦贵; 周平; 夏穗生; 裘法祖,同济医科大学附属同济医院,NA,中华器官移植杂志; CHINEAE JOURNAL OF ORGAN TRANSPLANTATION,1998年01期,肝／移植; 肝疾病,对４例Ｗｉｌｓｏｎ病及３例晚期肝病患者施行了８次背驮式原位肝移植术，其中１例为减体积性背驮式原位肝移植。３例已分别存活２年、９个月、６个月，４例死于术后并发症。认为代谢性疾病是原位肝移植的最佳适应证，其次是肝硬变；术后感染、急性和慢性排斥、肺部并发症及胆道并发症是影响患者存活的重要因素；背驮式原位肝移植对全身血流动力学的影响较小。
596,脑死亡的确定,耿稚江,NA,NA,国外医学情报,1999年11期,脑死亡; 病人; 眼脑反射; 前庭眼反射,<正> 数十年来，紧急护理技术的复杂性和进展发展很快。按神经病学标准确定的死亡概念即“脑死亡”的出现已演变成为确定死亡的必不可少的检测方法。在神经病学标准建立以前，对死亡的经典描述是循环和呼吸停止。然而，机械性通气和心血管支持方法的出现对确定那些用上述复杂的技术设备可能维持生命的灾难性脑损伤患者的生命终点提出了新的挑战。
360,大鼠异位心脏移植模型的改进及组织学研究,洪朝; 王电军; 章庆春; 刘建新,中南大学湘雅三医院胸心外科; 广东省心血管病研究所; 中南大学湘雅三医院胸心外科 湖南长沙410013; 湖南长沙410013; 广州510100,NA,中国临床解剖学杂志; Chinese Journal of Clinical Anatomy,2007年05期,鼠; 心脏移植; 模型; 组织学,目的:在Ono模型基础上，建立简单、可靠的大鼠腹腔异位心脏移植模型。方法:以Wister大鼠为供体，SD大鼠为受体，改良建立大鼠腹腔异位心脏移植模型，分为3组:正常Wister大鼠作为对照组;移植后亚急性排斥反应组(术后2周);移植后慢性排斥反应组(术后8周)。分组喂养后按规定时间收获心脏标本进行组织形态学观察。结果:手术成功率为87.5%。其中麻醉过深死亡2例，疑青霉素过敏死亡1例，术中出血过多死亡4例。供心移植吻合时间(24.3±7.6)min，供心冷缺血时间(34.5±8.2)min，腹部触诊移植心脏搏动时间(16.8±7.4)d。组织形态学观察示:移植心脏心肌组织内有大量粒细胞浸润;随着移植后时间延长，CAV逐渐加重，冠脉数量减少，心肌萎缩并心肌纤维化发生。结论:改良Ono模型建立的心脏移植模型具有简单、可靠的优点。收获的移植心脏标本在组织形态学上反映了CAV和心肌纤维化发生、发展的过程，为研究心脏移植后相关疾病提供理想的组织标本。
378,活体肾移植25例临床分析,李剑锋; 鄢业鸿; 肖建生; 单人锋,南昌大学第一附属医院,NA,江西医药; Jiangxi Medical Journal,2008年12期,肾移植; 活体供肾; 尿毒症,目的总结我院25例亲属活体肾移植的临床效果和经验。方法25例亲属活体肾移植，6例非血缘亲属供肾包括5例夫妻和1例岳母供肾，血缘亲属供肾包括15例父母和4例同胞供肾，供体均开放手术取肾，肾脏按常规植于左侧或右侧髂窝，术后采用FK506+MMF+Pred或CsA+MMF+Pred三联免疫抑制治疗，观察术后早期肾功能恢复情况和长期移植肾功能。结果25例供者术后均顺利恢复，无严重并发症，住院日5～12d，平均9.3d，术后肾功能均在正常范围，均恢复正常生活。受者术后均恢复正常肾功能，住院日10～35d，平均13d。8例术后出现急性排斥反应，发生率为32%，均治愈。结论活体亲属肾移植扩大了肾脏来源，供肾冷、热缺血时间短，移植后恢复迅速，远期效果好，是治疗终末期肾病的有效手段，能有效解决供体短缺的问题。
301,快速供肝切取与修整的外科技巧,马毅; 朱晓峰; 何晓顺; 王国栋; 王东平; 胡红星; 钱世鹍; 胡安斌; 鞠卫强; 巫林伟,中山大学附属第一医院器官移植中心; 中山大学附属第一医院器官移植中心 广东广州510080; 广东广州510080,NA,中国实用外科杂志; Chinese Journal of Practical Surgery,2006年02期,肝移植; 供体; 供肝切取技术,目的总结肝脏移植供肝的快速切取和修整经验。方法分析2004年共186例快速供肝的切取和修整的资料。快速切取技术采用原位腹主动脉、肠系膜上静脉灌注附加下腔静脉引流，快速切取供肝，4℃UW液中保存和修整肝脏。结果供肝热缺血时间为3~10min，平均4·5min;冷缺血时间平均为3~16h，平均7h。供肝的修整时间为26~90min，平均46min。供肝修整时发现肝动脉解剖变异20例。结论快速供肝切取法要求术者技术娴熟、动作迅速和准确，可最大限度地减少供肝热缺血时间。快速切取法能保证供肝的质量和确保供肝切取的成功。
185,25例原位肝移植的临床总结,张启瑜; 虞冠锋; 廖毅; 吴存造; 郑少玲; 周蒙滔; 杨亦荣; 余正平; 沈龙捷; 屠金夫; 陈宗静; 夏鹏; 陈文伟,温州医学院第一附属医院移植科; 温州医学院第一附属医院移植科 浙江温州325027; 浙江温州325027; 浙江温州325027,NA,肝胆胰外科杂志; Journal of Hepatopancreatobiliary Surgery,2005年02期,肝移植; 适应证; 肝细胞肝癌; 乙型肝炎; 手术方式; 并发症,目的总结肝脏移植治疗不同终末期肝病的经验。方法对23例原位肝移植与2例肝、肾联合移植的临床资料进行回顾性分析。手术方式均采用同种异体原位肝移植，包括经典原位，经典背驮及改良背驮式。结果全组死亡7例，存活18例。术后发生排斥反应、感染及脑血管意外等并发症。术后服用拉米呋啶的20例乙型肝炎患者3例复发。结论开展肝移植的初期应严格掌握适应证，选择条件较好的受者;术式的改进及围手术期的严密监测与正确处理、并发症的防治是肝移植成功的重要条件。
20,心脏移植治疗终末期扩张性心肌病的体会,成杞润; 姚建民; 贾清仁; 牛建立; 张笑萌; 马凤霞,北京军区总医院; 北京军区总医院 北京; 100700; 北京; 100700,NA,北京军区医药,2001年03期,心肌病; 充血性; 心脏移植; 免疫抑制剂,<正>2000年9月我院为1例终末期扩张性心肌病患者实施了原位心脏移植手术，患者术后恢复顺利，至今存活已3个月，无并发症，现就围手术期处理体会报告如下。1 临床资料1.1 一般资料1.1.1 受体情况:男，51岁，体重58kg。发现心脏增大5年，轻微活动后心慌、气短1年，劳动力丧失，曾有2次急性左心衰竭史，多次住院治疗病情改善不明显。查体:体温36.5℃，血压108/52mmHg。全身皮肤粘膜无黄染、紫绀，无颈静脉怒张，双肺呼吸音清晰，无干湿性罗音;心界向左侧明显扩大，心率108/min，律齐，心
422,改善的心脏移植术前准备方法对已停跳供心心肌的保护作用,杨国锋; 陈道中; 陈良万; 黄雪珊; 吴锡阶,福建医科大学附属协和医院心外科,NA,福建医科大学学报; Journal of Fujian Medical University,2009年03期,心脏移植; 移植，同种; 保存，生物学; 心肌,目的探讨已停跳供心的原位心脏移植术前准备对已停跳供心心肌保护的作用。方法用已停跳供心为47例终末期心脏病患者实施了原位心脏移植，术前进行充分的准备。心肌保护液均使用HTK液，灌注总量按供体体质量计算，为30～50mL/kg。首先采用8℃的HTK液1000mL直接灌注心脏，供心切下后，放到套有无菌塑料袋的无菌器皿中，再将剩余量的4℃的HTK液灌完，流出的HTK液可用来浸泡供心。结果所有已停跳供心均在移入后恢复泵功能，移植后未发生与心功能相关性并发症。结论充分的术前准备及良好的心肌保护是已停跳供心的原位心脏移植获得成功的关键。
576,高龄肾移植术后并发症的防治,练英莲; 王艳,第一军医大学南方医院泌尿外科!广州市510515,NA,中华护理杂志; Chinese Journal of Nursing,1994年03期,并发症; 并发病; 疾病; 高龄; 脑血管意外; 高龄患者; 尿毒症患者; 尿路感染; 肾移植术,报告自1978年4月至1992年1月对50岁以上尿毒症患者行肾移植术60例，术后发生并发症36例，占60％。除术后排异反应外，主要并发症有急性肾小管坏死、心衰、脑血管意外、感染等。作者以为对高龄肾移植患者应注意①了解患者的原发疾病；②注意高龄患者生命体征的特殊变化；③准确记录尿量；④加强患者的基础护理。
496,肾移植后尿路并发症的临床处理,曾斌元,湖南省邵阳市第一人民医院,NA,中国当代医药; China Modern Medicine,2011年11期,肾移植; 尿路并发症; 临床处理,目的:探索肾移植尿路并发症的发生与治疗情况。方法:总结并分析36例肾脏移植后尿路并发症患者，主要采取抗生素治疗尿路并发症。结果:36例肾移植后并发症患者所患的疾病分别为，尿路感染15例，肺炎11例，上呼吸道感染4例，伤口感染3例，消化道感染2例，腹腔感染1例。在治疗中，除1例肺部感染患者死亡，2例尿路感染患者有所好转外，其余均已治愈。结论:根据不同症状采用适宜的处理方法，及时治疗尿路并发症。
424,大鼠心脏停搏供体动脉化原位肝移植模型制作体会,张宝良; 袁庆鑫; 刘彤,河北医科大学附属唐山工人医院普外腔镜科; 天津医科大学总医院普通外科,NA,肝胆胰外科杂志; Journal of Hepatopancreatobiliary Surgery,2009年03期,肝移植; 心脏停搏; 大鼠; 动物模型,目的建立一个稳定的大鼠心脏停搏供体动脉化原位肝移植模型。方法根据供肝获取前经历供体心脏停搏时间的不同分为热缺血0min(W0组)、热缺血15min(W15组)和热缺血30min(W30组)3组，其后用Engemann法建立大鼠动脉化肝移植模型，比较术后肝功能、病理、手术成功率(>3d)和长期生存率(>100d)。结果W0、W15和W30组手术成功率分别为100.0%(15/15)、93.3%(14/15)和86.7%(13/15)，术后长期生存率分别为100.0%(6/6)、83.3%(5/6)和66.7%(4/6)，二者在3组间差异均无统计学意义。常规组织病理结果显示:随着供肝热缺血时间的延长，移植肝损伤加重。3组术后第3天血清丙氨酸转氨酶ALT和AST均无显著性改变。结论来自于无心跳供体的大鼠肝脏在热缺血30min以内是安全的，移植术后可以长期存活。该模型有助于肝移植热缺血损伤的研究。
421,肝移植术中的肝动脉重建,蔡秋程; 杨芳; 张小进; 吕立志; 江艺,南京军区福州总医院肝胆病中心肝胆外科,福建省重点课题基金(2004Y004),腹部外科; Journal of Abdominal Surgery,2009年03期,肝移植; 肝动脉; 动静脉吻合,目的探讨肝动脉重建在肝移植中的作用。方法回顾性研究1999年4月至2007年1月进行的140例尸体肝移植和2例活体肝移植的随访结果，分析肝动脉的重建技术及其对移植后胆道并发症的影响。所有供、受者肝动脉均采用显微技术端端吻合，术中根据供、受者动脉条件，选择管径相互匹配的动脉进行吻合，其中，管径≥3mm者采用连续缝合，<3mm者采用间断缝合。术后常规以多普勒超声监测肝动脉血流。结果142例中未发现肝动脉血栓形成，术后出现高胆红素血症17例，其中，吻合效果满意5例(5/86)，一般12例(12/56)。结论影响肝动脉吻合效果的因素主要有供者和受者肝动脉条件、术者的显微缝合技术及术后抗凝治疗，良好的肝动脉吻合在预防移植术后胆道并发症及提高肝移植生存率方面有着重要的作用。
449,原位心脏移植2例,娄勇; 曲青山; 王俭; 张毅强; 郭宇红; 肖长波; 张向辉; 张振; 陈亮; 陈国勇; 杨风文; 李伟丽; 祝丽娟; 廖崇先,河南省郑州人民医院; 厦门中山医院,NA,医学信息; Medical Information,2009年10期,心脏移植; 腔静脉; 心脏移植术; 肺动脉高压危象,<正>心脏移植术是治疗终末期心肌病的有效方法，我科分别于2006年9月和2008年1月行两例原位心脏移植术，现报道如下:1临床资料1.1心脏移植受体2例，男女各一例，年龄为53岁和38岁，扩张型心肌病一例，肥厚性心肌病一例，病程分别为6年和30年，经内科药物治疗效果较差，第二例两年前放置永久起
408,犬自体单肺移植的实验研究,木沙由夫·吾买尔; 齐海; 哈里木; 王磊; 李元明,新疆医科大学第二附属医院胸外科; 新疆医科大学第二附属医院胸外科 (830000); (830000),NA,新疆医学; Xinjiang Medical Journal,2008年02期,肺移植; 犬; 实验研究,目的:通过同种自体犬单肺移植，掌握供肺的灌注，切取，保存，和修剪方法以及单肺移植的手术方法。方法:11例犬进行了一次犬自体单肺移植动物实验，其中8例自体左单肺移植，3例自体右单肺移植，吻合顺序先支气管后肺动脉，最后心房袖，移植后于不同时点暂阻断对侧肺动脉并检测植入肺的功能参数。结果:所有移植肺通气和换气功能均正常，移植后犬恢复自主呼吸，9例在24小时内死亡，2例在术中死亡。结论:冷缺血再灌注损伤是早期死亡的主要原因。
305,再次肝移植的原因与手术时机的选择,秦建民; 贺强; 陈大志; 劳学军; 朗韧; 吴天明; 樊华; 李鹏; 韩东冬,北京朝阳医院肝胆胰脾外科; 北京朝阳医院肝胆胰脾外科; 广州暨南大学附属第一医院肝胆外科,NA,中华普通外科杂志; Chinese Journal of General Surgery,2006年01期,肝移植; 再灌注损伤; 胆管狭窄,目的探讨再次肝移植的原因与手术时机的选择。方法本移植中心1999年7月至2004年12月共实施的164例肝移植中，再次肝移植6例，其中因缺血再灌注损伤致肝内胆管多发狭窄3例，肝动脉狭窄和血栓1例，乙肝复发1例，肝静脉流出道梗阻1例。再移植率为3．65％，再次肝移植均采用改良背驮式肝移植技术。结果6例再次肝移植术后临床症状改善4例，无明显改善 2例。术后腹腔出血2例，胆漏1例，腹腔细菌感染1例，霉菌感染2例，术后4月内死于细菌和霉菌感染2例，保守治疗治愈4例。结论供肝缺血再灌注损伤致肝内胆管狭窄或消失是国内再次肝移植的主要原因．对于各种治疗均无法改善移植肝肝功能，肝功能进行性恶化，应该尽早行再次肝移植。
212,二例原位心脏移植成功的体会,程德志; 蒋成榜; 孙成超; 林超西; 谢德耀; 郑亮承; 王珏,温州医学院第一附属医院心胸外科; 温州医学院第一附属医院心胸外科 浙江温州325000; 浙江温州325000,NA,温州医学院学报; Journal of Wenzhou Medical College,2005年05期,心脏移植; 心肌保护; 免疫抑制; 急性排斥反应,目的：报告2例原位心脏移植成功的初步体会。方法：2003年2月与2004年1月进行了2例 原位心脏移植，均为扩张型心肌病。采用冷晶体停跳液阶梯式顺灌进行供心保护，中度低温体外循环下 行标准原位心脏移植手术。免疫抑制方案采用赛尼哌及环孢素 A、骁悉、甲基强的松龙三联。结果：2病 例均存活，心功能恢复至Ⅰ级，围术期无急性排斥反应及感染发生。术后1个月后均发生急性排斥反应 1次，1倒术后第40天发生肺部感染1次，均得到有效控制。结论：良好的心肌保护、术后合理的监测 与抗排异治疗是心脏移植成功的关键。
336,肝肾联合移植1例报告,罗文峰; 时军; 孟栋良; 李新长; 徐志丹; 龙成美,江西省人民医院器官移植科; 江西省人民医院器官移植科 南昌; 330006; 南昌,NA,江西医药; Jiangxi Medical Journal,2007年12期,肝; 肾; 联合移植; 病例报告,目的探讨肝肾联合移植的手术技术、临床治疗经验及疗效。方法对1例32岁的肝硬化并慢性肾功能不全(尿毒症期)受体施行一期同种异体肝肾联合移植。供受体血型等组织配型相匹配。肝移植采用经典的原位移植技术，肾移植采用常规手术方法，将移植肾置于右髂窝。术前予以赛尼哌行免抑诱导，术后免疫抑制剂采用他克莫司+吗替麦考酚酯+甲强龙三联。结果受体移植后肝肾立即发挥作用，术后无严重手术并发症发生，移植肝肾功能恢复良好。结论肝肾联合移植是治疗肝肾同时衰竭的有效方法，良好的组织配型、完善的手术技术、免疫抑制剂的合理使用、术后并发症的正确处理是成功的关键。
299,胰肾联合移植术后的免疫抑制治疗,贾英斌; 朱燕华; 郭振宇; 张百盟,中山大学第五附属医院器官移植科; 中山大学第五附属医院器官移植科 广东 珠海 519000; 广东 珠海 519000,NA,医学信息.手术学分册; Medical Information(Section of Operative Surgery),2006年05期,胰腺; 肾脏; 移植; 免疫抑制,目的评价胰肾联合移植术后免疫抑制治疗措施。方法术前1d及术后2周分别静脉给予赛尼哌50mg，术后前10d给予抗胸腺淋巴细胞球蛋白100mg/d，进行免疫耐受诱导。以普乐可复、骁悉和强的松三联维持免疫治疗。3个月内维持普乐可复谷值浓度在8～10ng/ml。骁悉1g/d。强的松初始剂量为30mg/d，2周内逐渐减至5mg/d维持。监测移植胰、肾功能及淋巴细胞亚群变化。结果移植胰、肾功能良好，未出现急性排斥反应，淋巴细胞亚群维持在低水平。结论以普乐可复和骁悉为基础的免疫抑制治疗可有效减少急性排斥反应的发生。
291,供肝切取与保存技术中几个关键环节的探讨,刘树荣; 刘永锋; 张佳林; 吴刚; 宋少伟; 李桂臣,中国医科大学附属第一医院器官移植科; 中国医科大学附属第一医院器官移植科 110001沈阳; 110001沈阳,NA,消化外科; Journal of Digestive Surgery,2006年01期,肝移植; 供肝切取; 供肝保存,目的探讨提高和完善供肝切取与保存技术，提高器官利用率，减少肝移植术后近、远期并发症的发生。方法1995年5月至2005年6月我院实施了122例原位肝移植，采用腹腔器官联合快速切取技术进行了165例供肝和供肾联合切取，先行经肠系膜上静脉至门静脉插管，随即行腹主动脉插管，UW液原位灌洗。灌洗开始后优先处理胆道，用UW液经胆总管冲洗胆道。整块切取肝脏、双侧肾脏。回手术室进一步修剪，对变异的肝动脉(25例，20.5%)整形使之变为单支。结果165例供肝热缺血时间120~310 s，冷缺血时间260~840 min。移植肝通血20~30 min后均有金黄色胆汁分泌。术后均未发生原发性无功能和器官功能延迟。结论对于脑死亡的供者器官切取采取原位灌洗，整块切取及体外修整，可最大限度地缩短热缺血时间，有效避免变异血管损伤，进而提高供者器官的利用率。确切的胆道冲洗对避免肝内外胆管自溶和术后胆道狭窄非常重要。良好的供肝切取与保存是移植成功的保证，可有效地减少手术并发症，进而取得良好的疗效。
325,66例肝移植患者的手术室护理对策,李文淑; 于丽莎; 李文蕙,解放军第三○二医院; 山东省东营市胜利油田中心医院 北京100039; 北京100039; 东营257034,NA,传染病信息; Infectious Disease Information,2007年02期,肝移植; 护理; 手术室,目的探讨肝移植手术室护理特点、关键性步骤与相应对策。方法对66例实施原位肝移植手术患者的手术室护理特点进行分析总结，所采用的术式，除3例(4.55%)为背驮式外，其余63例(95.45%)均为经典式。术中均未采用体外转流技术。结果本组肝移植手术成功率100%。本组病例手术室护理体会主要包括:充分了解肝移植术中巡回护士与洗手护士的护理特点，做到主动性、预见性护理与配合;不同手术阶段恰当处理低温与保温之间的矛盾，做到科学保温;注意皮肤、出入量、用药及管道等项护理指标的有效实施。结论依据肝移植手术的特点和要求，严格和专业化手术室护理与配合是保证肝移植手术成功的重要环节之一。
466,大鼠腹腔异位心脏移植模型的制作,佘晓伟; 沈振亚; 于曙东; 胡雁秋; 滕小梅,苏州大学附属第一医院心血管外科,NA,南京医科大学学报(自然科学版); Acta Universitatis Medicinalis Nanjing(Natural Science),2010年04期,心脏移植; 大鼠; 模型; 动物,目的:探讨建立大鼠腹腔异位心脏移植模型手术操作技巧。方法:应用传统Ono术式建立Wistar至SD大鼠的腹部异位心脏移植模型，并对其相应环节适当改进。结果:共实施大鼠腹部异位心脏移植50例，成功45例，手术成功率90%。结论:模型建立成功的关键为:①使用合理的麻醉剂量;②良好的心肌灌注和供心冷缺血时间的缩短;③腹主动脉阻断时间的减少及血管吻合的质量及速度的提高。
498,肝移植围胆道重建环节技巧与细节对胆道并发症的影响研究,霍枫; 汪邵平; 蒲淼水; 陈建雄; 李鹏; 郑于剑; 詹世林,广州军区广州总医院肝胆外科肝脏移植中心,NA,中国实用外科杂志; Chinese Journal of Practical Surgery,2011年11期,肝移植; 胆道重建; 胆道并发症,目的探讨肝移植围胆道重建环节技巧与细节对胆道并发症的影响。方法回顾性分析广州军区广州总医院2003年8月至2006年12月(A组，74例)和2007年1月至2010年3月(B组，131例)两个阶段共205例肝移植病人的临床资料，比较两组围胆道重建环节技巧与细节的差异，统计术后胆道并发症及预后情况。结果两组胆管重建方式和围手术期病死率差异均无统计学意义。B组除温缺血时间显著短于A组外，在供肝胆管灌洗、供肝动脉和供受体胆管血供保护、受体胆道下段探查、供受体胆管吻合张力等方面与A组不同。B组胆道并发症发生率为5.3%，显著低于A组(11.0%)。结论肝移植围胆道重建环节注意缩短温缺血时间并注重供肝胆管灌洗、供肝动脉和供受体胆管血供保护、受体胆管下端探查、胆管吻合微张力等技巧和细节，可显著降低胆道并发症发生率。
464,大鼠腹腔异位心脏移植模型的制作及改进,林星; 车成日; 金虎日; 徐正哲,延边大学附属医院胸外科,NA,吉林医学; Jilin Medical Journal,2010年32期,异位心脏移植; 大鼠; 近交系,目的:建立一种快速、稳定的大鼠腹腔异位心脏移植模型，并加以改进。方法:选用Wistar(200～250g)大鼠，并随机分为A、B两组，采用Ono创建的大鼠腹腔异位心脏移植模型，对手术方法做了部分改进。结果:成功建立并改进了大鼠腹腔异位心脏移植模型。结论:通过两组术式的比较，B组的手术成功率高于A组。
278,心脏移植术供心切取术的护理,柳玉容; 张艳晖; 左红; 林枫楠,深圳市孙逸仙心血管医院手术室; 深圳市孙逸仙心血管医院手术室,NA,中国实用护理杂志; Chinese Journal of Practical Nursing,2006年22期,心脏移植; 供心切取术; 手术配合,目的总结同种异体原位心脏移植术供心切取术的护理配合经验。方法回顾性总结2002年9月-2005年11月9例心脏移植术供心切取术的护理配合经验。结果9例供心切取术均获得成功，供心热缺血时间为2～6min，冷缺血时间110～175min。结论手术配合方法及心肌保护方法简便、安全、可靠，获取的供心为其后心脏移植术的成功及术后患者的远期存活质量打下了良好的基础。
586,缺血预处理对犬移植肺保存效果的研究,罗万俊; 陈胜喜; 蒋海河; 郭曲练; 李国虎; 周汉槎,附属湘雅医院心胸外科,湖南省卫生厅资助,湖南医科大学学报; BULLETIN OF HUNAN MEDICAL UNIVERSITY,1997年03期,肺移植; 再灌注损伤; 缺血预处理; 狗,１２次犬异体左肺移植随机分为冷Ｅｕｒｏ－Ｃｏｌｉｎｓ液（ＥＣＳ）组（ｎ＝６）和缺血预处理＋ＥＣＳ组（ｎ＝６）。缺血预处理采用阻断供体左肺门１０ｍｉｎ，再开放１５ｍｉｎ的方法。供肺冷灌采取后４℃保存。移植后观察２ｈ。结果显示：缺血预处理组有较高的氧分压和较低的平均肺动脉压（Ｐ＜０．０５），肺组织光镜显示较轻的肺损伤。表明缺血预处理结合４℃ＥＣＳ灌洗优于单独４℃ＥＣＳ的保护效果。
194,袖套法小鼠颈部心脏移植模型的改进,叶子峥; 李幼平,四川大学华西医院卫生部移植工程与移植免疫重点实验室; 四川大学华西医院卫生部移植工程与移植免疫重点实验室 四川成都610041; 四川成都610041,国家重大基础研究项目—973计划 (30 0 3CB51 550 4 ),华西医学; West China Medical Journal,2005年01期,心脏移植; 小鼠,目的 :探讨袖套法小鼠颈部心脏移植模型的改进 ，为排斥机制研究提供更简便易行的动物模型。方法 :通过 2 2G和 2 4G袖套管 (Cuff) ，分别将供心主动脉和肺动脉与受鼠的右侧颈总动脉和颈外静脉进行连接。结果 :供心冷缺血时间小于 30分钟。结论 :改进后的模型操作简单 ，可用于排斥机制的研究。
73,同种异体肝移植围手术期的处理,吕立志; 江艺; 胡还章; 谈景旺; 张绍庚; 杨芳,南京军区福州总医院肝胆外科; 南京军区福州总医院肝胆外科 福州350002; 福州350002; 福州350002,NA,福建医科大学学报; Journal of Fujian Medical University,2003年02期,肝移植; 围手术期; 手术并发症,目的　总结临床肝移植围手术期处理的经验。　方法　对 2 3例肝移植临床资料进行回顾性分析。　结果　 2 3例患者手术成功率 10 0 % ;围手术期成活率 6 9.6 % ;现存活 10例 ，其中 2例存活已超过 3年。术后围手术期共发生并发症 2 8例次。　结论　完善的手术技术 ，围手术期的严密监测及并发症的处理是肝移植成功的重要条件
381,肾移植术中改良的输尿管膀胱吻合方式的疗效观察,喻智勇; 马超龙; 况应敏; 曾仲; 黄鉴; 刘涛,昆明医学院第一附属医院器官移植中心,NA,昆明医学院学报; Journal of Kunming Medical University,2008年05期,输尿管膀胱吻合; 肾移植; 疗效,目的探讨肾移植术中简易的输尿管膀胱的吻合方式，寻找简易、可靠、快速的吻合方法，减少膀胱输尿管吻合口并发症的发生率.方法对84例肾移植患者采用简易的膀胱输尿管吻合方式，手术方式为留取10cm左右输尿管，将膀胱全层切开约1.5cm，输尿管纵行切开1.5cm，于输尿管留置5F双J管，将输尿管尖端与尿管尖端以丝线相连后将输尿管膀胱粘膜对位缝合确切，外以浆肌层包埋.术后10～12d尿管连同双J管一并拔除.术后随访2月～6a观察长期效果.结果术后发生双J管不能拔除1例，缝合线吸收后便可顺利拔除，1例患者术后5月发生输尿管膀胱吻合口梗阻，经手术治愈，其余患者术后恢复顺利，均无尿瘘、尿路梗阻、肾脏积水以及围手术期尿路感染发生.结论经典的膀胱输尿管吻合方式为隧道法，手术方式较为复杂，并发症常见，我中心采用的简易的输尿管膀胱吻合方式快速、确切、可靠，操作时间为5～10min，并发症发生率低，是肾移植手术中可行的输尿管膀胱吻合方式.
124,肝移植术后处理方案探讨,甘险峰; 修瑞龄; 杨训; 刘洲; 周晓辉; 张刚,四川省人民医院肝胆外科; 四川省人民医院肝胆外科 四川成都610072; 四川成都610072; 四川成都610072,NA,华西医学; West China Medical Journal,2004年02期,肝移植; 术后处理,目的 :探讨肝移植术处理经验。方法 :对 3例肝移植病人的临床资料进行回顾性分析。结果 :3例病人全部存活 ，术后并发急性排斥反应 1例 ，肺部感染 3例 ，胆道感染 2例。结论 :完善的手术技术 ，正确的术后处理是提高肝移植围手术期生存率的关键。
597,犬腹腔多器官联合切取及修整的实验研究(摘要),赵龙栓; 张水军; 王晋灵; 刘春阳,河南医科大学第一附属医院!郑州450052,河南省科技攻关项目!951200301; 河南省卫生相重点科研项目!961047106,河南医科大学学报; JOURNA OF HENAN MEDICAL UNIVERSITY,1999年02期,犬; 腹腔; 器官移植,NA
